Amount,Frequency,Location,Device,Time,AccountAge,Fraud
161538,4,Same City,ATM,Morning,80,0
116266,6,Same City,POS,Night,111,0
70967,7,International,Mobile,Night,69,0
22460,9,Different City,Web,Evening,74,0
85455,5,Same City,POS,Evening,24,0
153285,4,Same City,ATM,Morning,119,0
74572,2,Different City,Web,Morning,68,0
65814,9,International,POS,Night,50,0
18889,6,Different City,ATM,Morning,62,0
190449,9,Same City,POS,Afternoon,95,0
154623,7,International,Mobile,Morning,119,1
71878,8,International,ATM,Night,50,0
134405,3,Different City,Web,Afternoon,109,0
192271,3,International,ATM,Afternoon,40,0
166715,5,Same City,Web,Afternoon,53,0
147003,6,Different City,ATM,Night,102,0
73947,6,Different City,Web,Evening,21,0
111335,3,Different City,Web,Night,59,0
150357,6,International,Web,Afternoon,67,1
164782,7,International,Mobile,Morning,7,1
38617,7,International,POS,Morning,90,0
156059,6,Different City,POS,Morning,68,0
13254,9,Same City,Mobile,Night,53,0
156697,4,International,POS,Morning,12,0
194274,2,Same City,POS,Afternoon,9,0
74336,6,Same City,Mobile,Night,78,0
167458,7,International,Mobile,Morning,1,1
76215,5,Same City,Mobile,Afternoon,27,0
54100,6,Different City,POS,Evening,94,0
104593,4,Different City,Mobile,Evening,12,0
101821,7,International,POS,Night,2,1
36431,10,Same City,Web,Morning,66,0
62593,7,International,ATM,Afternoon,114,0
89596,10,Same City,POS,Evening,84,0
139445,7,Same City,POS,Night,99,0
109146,9,Same City,Web,Morning,7,0
22020,5,Different City,Web,Afternoon,91,0
133159,8,International,POS,Night,101,1
76894,4,International,ATM,Afternoon,36,0
160192,10,Same City,ATM,Evening,110,0
70840,4,International,Mobile,Evening,36,0
84822,8,Same City,Web,Afternoon,20,0
73622,8,International,Mobile,Afternoon,46,0
167488,1,International,ATM,Night,37,0
182873,2,Different City,ATM,Afternoon,72,0
92374,6,International,POS,Morning,114,1
140040,6,International,ATM,Evening,16,1
71402,5,International,Web,Afternoon,82,0
104788,1,Different City,ATM,Evening,19,0
88114,2,International,Mobile,Evening,23,0
144122,1,International,Web,Evening,45,0
17997,5,International,ATM,Night,16,0
182385,1,Different City,Mobile,Night,55,0
123996,1,International,Web,Evening,91,0
10642,9,International,POS,Afternoon,38,0
64106,6,International,Mobile,Afternoon,113,0
139306,4,Different City,Web,Night,34,0
128401,7,Different City,ATM,Afternoon,1,0
9533,7,Different City,POS,Night,75,0
124897,3,International,Web,Afternoon,99,0
76301,3,International,ATM,Evening,66,0
135735,2,Same City,ATM,Morning,103,0
21309,9,Different City,Web,Afternoon,107,0
52241,7,Same City,ATM,Morning,91,0
14153,5,Different City,ATM,Evening,3,0
118004,6,International,ATM,Afternoon,109,1
1520,5,Same City,POS,Evening,103,0
75021,9,International,POS,Evening,9,0
168587,1,International,ATM,Evening,59,0
174925,9,Different City,Mobile,Morning,77,0
119416,7,Different City,Web,Evening,71,0
116162,6,Same City,POS,Afternoon,63,0
35490,5,Different City,Web,Afternoon,54,0
134432,9,International,POS,Evening,54,1
72068,10,International,Web,Afternoon,58,0
77016,5,Different City,Mobile,Night,44,0
39773,1,Different City,Web,Afternoon,86,0
157173,3,Different City,Mobile,Morning,67,0
28064,10,International,POS,Morning,37,0
134221,3,Different City,ATM,Afternoon,45,0
106840,7,Different City,ATM,Evening,29,0
83546,3,Same City,Mobile,Morning,10,0
106840,6,Same City,POS,Night,78,0
109980,3,Same City,POS,Morning,112,0
134169,4,International,ATM,Night,45,0
105746,8,Same City,Web,Evening,18,0
123345,1,International,ATM,Night,12,0
137696,3,International,POS,Afternoon,106,0
193294,3,International,ATM,Evening,40,0
153527,1,International,Web,Evening,108,0
74380,8,International,POS,Evening,5,0
48750,4,Same City,Web,Evening,92,0
195885,6,Same City,ATM,Night,8,0
131393,3,Different City,ATM,Morning,117,0
194339,3,Different City,POS,Morning,46,0
170959,5,Different City,Web,Afternoon,60,0
28720,1,International,ATM,Afternoon,97,0
164516,2,Same City,POS,Evening,106,0
118056,4,Different City,POS,Evening,54,0
138351,5,Different City,POS,Morning,56,0
8465,6,Different City,POS,Night,111,0
131619,7,Different City,ATM,Evening,61,0
54741,5,Same City,POS,Evening,79,0
63378,1,International,ATM,Morning,11,0
195894,3,Different City,Mobile,Night,8,0
20322,5,International,POS,Night,20,0
40463,9,Same City,Web,Afternoon,107,0
139927,1,Same City,POS,Afternoon,11,0
187087,1,International,POS,Evening,9,0
189260,4,International,Mobile,Evening,83,0
61430,7,Same City,ATM,Morning,94,0
184529,7,International,Mobile,Evening,66,1
95266,8,Different City,ATM,Afternoon,69,0
148832,4,Same City,ATM,Afternoon,58,0
38826,3,International,Mobile,Night,93,0
154783,10,International,POS,Afternoon,112,1
19010,5,Different City,POS,Afternoon,20,0
171186,10,International,Mobile,Morning,83,1
67640,6,Different City,Web,Afternoon,60,0
1699,2,Different City,Mobile,Afternoon,111,0
171960,1,International,ATM,Afternoon,3,0
101185,6,International,Web,Night,69,1
161752,6,Different City,Web,Evening,56,0
52419,7,Same City,POS,Night,75,0
21500,4,Same City,Mobile,Evening,109,0
165676,4,Same City,ATM,Afternoon,49,0
183229,5,Same City,Mobile,Night,84,0
161701,1,International,ATM,Morning,11,0
196965,9,International,Web,Evening,61,1
8536,5,International,Mobile,Afternoon,51,0
145129,6,Same City,Mobile,Morning,99,0
115287,10,Different City,Web,Morning,10,0
85287,6,Different City,Mobile,Evening,37,0
58922,1,Different City,Web,Night,42,0
138607,2,International,Mobile,Evening,73,0
36348,5,Different City,ATM,Evening,99,0
9709,6,International,POS,Afternoon,33,0
64423,1,International,Mobile,Morning,84,0
178318,7,Different City,Mobile,Afternoon,42,0
118432,6,International,Mobile,Evening,119,1
178505,5,Different City,POS,Evening,35,0
138940,7,Different City,POS,Morning,28,0
56560,8,International,Mobile,Night,14,0
82736,4,Different City,ATM,Evening,10,0
108380,6,Same City,POS,Evening,47,0
142288,8,International,Mobile,Night,40,1
39449,3,Same City,Mobile,Morning,36,0
78040,5,International,ATM,Evening,39,0
3844,2,International,Mobile,Afternoon,73,0
82211,8,Different City,ATM,Morning,92,0
24202,3,Same City,Web,Night,43,0
131736,9,Different City,ATM,Night,84,0
96017,9,International,Web,Afternoon,3,1
27395,4,Different City,Mobile,Afternoon,35,0
142547,9,Different City,Web,Afternoon,26,0
80974,5,Different City,Mobile,Night,13,0
190949,7,International,Web,Afternoon,112,1
66922,5,International,ATM,Afternoon,35,0
94823,6,Different City,ATM,Morning,98,0
185166,4,International,Mobile,Morning,37,0
154932,10,Same City,Mobile,Morning,11,0
150894,7,Different City,ATM,Evening,48,0
32244,6,International,ATM,Afternoon,11,0
142384,2,Same City,ATM,Night,68,0
188361,3,Same City,POS,Morning,20,0
128009,3,International,POS,Night,31,0
72235,6,Different City,POS,Night,69,0
132598,6,International,Mobile,Night,1,1
160741,5,Different City,Mobile,Morning,37,0
149036,5,International,POS,Evening,106,0
147714,2,Different City,Mobile,Evening,94,0
96325,7,International,ATM,Evening,10,1
72855,10,International,ATM,Night,1,0
17756,7,International,Web,Evening,39,0
193213,2,Same City,Web,Afternoon,111,0
25906,4,Same City,Web,Morning,55,0
19730,1,Different City,ATM,Night,49,0
42546,1,Different City,ATM,Evening,49,0
14245,4,International,Mobile,Morning,95,0
176663,6,Same City,POS,Morning,57,0
43123,2,Different City,ATM,Afternoon,36,0
77734,10,Same City,Web,Afternoon,60,0
137657,7,Same City,Mobile,Afternoon,75,0
133000,3,Same City,Web,Night,49,0
129224,8,Different City,POS,Afternoon,58,0
150067,7,International,Mobile,Morning,100,1
133611,4,International,POS,Evening,16,0
101465,3,Same City,POS,Night,56,0
114003,10,Different City,POS,Morning,77,0
112607,7,International,ATM,Night,101,1
148204,4,Different City,ATM,Morning,85,0
85782,6,Same City,Mobile,Night,90,0
20169,2,Different City,Web,Evening,34,0
104663,2,International,Web,Night,97,0
943,8,Different City,POS,Night,113,0
5952,9,International,Mobile,Afternoon,34,0
116077,8,International,POS,Night,14,1
164539,8,Same City,Web,Evening,94,0
33523,8,International,Mobile,Evening,61,0
57417,4,Same City,ATM,Morning,94,0
10407,9,Different City,Mobile,Night,91,0
43589,5,International,ATM,Night,85,0
86498,3,Same City,Mobile,Night,98,0
168606,3,International,Web,Afternoon,117,0
2350,2,Same City,ATM,Morning,8,0
38511,3,Same City,ATM,Night,42,0
93909,8,Same City,Web,Morning,114,0
35676,1,Different City,ATM,Afternoon,78,0
32542,3,Different City,POS,Afternoon,18,0
167101,7,Same City,POS,Evening,52,0
76280,2,Same City,Web,Morning,86,0
66375,4,Same City,Mobile,Morning,65,0
83941,9,Different City,ATM,Night,100,0
32450,4,International,ATM,Night,72,0
14918,10,Same City,ATM,Afternoon,15,0
100366,4,International,Web,Evening,10,0
74466,9,International,Web,Morning,52,0
82617,10,Different City,Web,Night,114,0
138606,3,Same City,Web,Morning,115,0
173446,5,Same City,Mobile,Morning,82,0
29707,9,Different City,Mobile,Evening,52,0
173143,5,Same City,POS,Afternoon,18,0
7244,2,International,ATM,Night,114,0
81121,9,International,POS,Afternoon,82,1
178125,7,International,Mobile,Night,85,1
18313,6,Same City,POS,Afternoon,32,0
29409,5,Different City,Web,Morning,109,0
57164,2,Same City,Mobile,Night,91,0
77907,3,International,Mobile,Night,120,0
47780,6,Different City,Mobile,Evening,38,0
154777,9,International,Mobile,Evening,74,1
135133,5,Different City,POS,Morning,102,0
11270,7,Different City,POS,Morning,16,0
52208,2,Same City,Web,Evening,21,0
51585,2,Different City,POS,Morning,62,0
152589,3,Same City,POS,Evening,71,0
49018,1,Different City,POS,Evening,51,0
43553,10,International,ATM,Afternoon,95,0
34532,3,Same City,POS,Morning,114,0
179368,10,International,Mobile,Morning,22,1
86773,1,Different City,Web,Morning,19,0
148862,1,International,Web,Evening,73,0
146490,5,International,Mobile,Morning,53,0
3095,6,International,Mobile,Afternoon,1,0
187382,1,International,Web,Afternoon,88,0
56236,9,Same City,POS,Morning,35,0
126319,6,Different City,Web,Morning,81,0
136002,7,Same City,Mobile,Night,74,0
182187,2,International,ATM,Evening,63,0
92234,5,Different City,Mobile,Night,75,0
145152,5,International,Web,Morning,101,0
137912,3,Same City,Web,Morning,16,0
42922,8,Different City,Mobile,Night,72,0
168553,4,International,ATM,Night,16,0
100259,4,International,Mobile,Evening,56,0
72349,3,Same City,POS,Night,21,0
146192,5,Same City,Mobile,Afternoon,34,0
14258,9,International,Web,Morning,45,0
199495,5,Different City,POS,Afternoon,58,0
161065,4,Different City,POS,Afternoon,27,0
154424,2,Same City,Web,Afternoon,99,0
148362,7,International,Mobile,Morning,46,1
145868,3,International,POS,Evening,95,0
183502,8,International,ATM,Night,46,1
110981,1,International,Web,Night,12,0
80677,1,Different City,ATM,Morning,47,0
158480,3,Different City,Mobile,Night,14,0
51700,7,Same City,Web,Evening,59,0
5724,5,Different City,ATM,Night,33,0
53312,8,Different City,Mobile,Night,79,0
183494,1,International,Web,Afternoon,66,0
121147,7,International,Mobile,Night,76,1
108786,2,Same City,ATM,Evening,90,0
115874,4,Different City,Mobile,Afternoon,66,0
130794,3,International,ATM,Afternoon,85,0
17559,3,Different City,Web,Night,109,0
99783,10,Different City,POS,Afternoon,105,0
49873,7,Different City,POS,Evening,119,0
162714,1,International,Web,Afternoon,2,0
36501,4,Same City,ATM,Night,68,0
148193,1,International,POS,Afternoon,74,0
159808,2,Different City,Mobile,Night,34,0
132619,3,International,POS,Evening,4,0
43334,1,International,Web,Night,42,0
141542,1,International,Mobile,Morning,94,0
31479,9,International,Mobile,Afternoon,61,0
23813,1,Same City,POS,Night,46,0
48717,7,Different City,Web,Night,77,0
43107,5,International,ATM,Evening,61,0
117776,3,International,POS,Evening,44,0
99772,2,Same City,Mobile,Evening,14,0
185470,9,Same City,Mobile,Afternoon,69,0
51137,8,International,Mobile,Afternoon,118,0
130665,10,Same City,Mobile,Morning,111,0
84317,10,Different City,Mobile,Night,117,0
105802,3,International,ATM,Morning,50,0
165422,3,Different City,Mobile,Afternoon,23,0
20584,6,Different City,Web,Afternoon,62,0
51597,7,Different City,Mobile,Afternoon,25,0
131707,9,Different City,Mobile,Night,32,0
95789,4,Same City,POS,Morning,59,0
171642,5,International,POS,Afternoon,15,0
184595,6,International,ATM,Night,39,1
167819,2,International,Mobile,Morning,106,0
131355,4,International,ATM,Night,70,0
42019,5,International,POS,Night,106,0
44950,9,Same City,Mobile,Afternoon,17,0
21667,9,Different City,ATM,Evening,30,0
62353,3,International,POS,Night,104,0
150112,1,Different City,Web,Morning,117,0
5000,5,International,POS,Night,50,0
130256,2,International,Web,Afternoon,2,0
79272,4,International,Mobile,Night,8,0
121415,10,International,ATM,Night,18,1
26700,3,Different City,Web,Night,17,0
63601,3,Same City,Mobile,Night,85,0
148605,4,Same City,POS,Morning,52,0
164063,9,International,Mobile,Morning,66,1
53919,7,International,ATM,Afternoon,51,0
138069,2,Same City,Mobile,Afternoon,32,0
141931,5,International,ATM,Night,58,0
24580,6,Different City,Web,Morning,73,0
155122,6,Same City,ATM,Night,85,0
101455,3,Same City,POS,Morning,80,0
133891,7,Different City,ATM,Afternoon,75,0
103922,3,Different City,ATM,Morning,50,0
72394,10,Same City,Web,Morning,48,0
14417,9,Different City,POS,Morning,36,0
141423,5,International,Mobile,Night,11,0
96122,9,Same City,ATM,Morning,17,0
126362,1,International,Web,Night,91,0
58651,5,International,Mobile,Evening,111,0
156462,2,Same City,ATM,Afternoon,107,0
57175,3,International,POS,Afternoon,6,0
190205,4,Different City,POS,Morning,57,0
191209,4,Same City,ATM,Night,63,0
74480,1,Different City,Web,Afternoon,99,0
113919,1,International,POS,Night,47,0
104769,9,Different City,ATM,Afternoon,90,0
113122,9,Same City,POS,Evening,76,0
85919,8,Same City,POS,Afternoon,35,0
109096,2,Different City,Web,Afternoon,111,0
31744,8,Same City,ATM,Afternoon,83,0
195174,5,Different City,POS,Morning,6,0
61772,2,Different City,POS,Evening,26,0
49317,6,Different City,Mobile,Evening,107,0
13425,3,Same City,ATM,Evening,41,0
42147,1,Same City,Mobile,Night,120,0
70146,9,Same City,ATM,Morning,103,0
4183,5,International,ATM,Morning,61,0
49629,10,Different City,POS,Evening,47,0
115257,10,Different City,ATM,Night,65,0
119127,10,Same City,Mobile,Evening,96,0
184264,2,Same City,Web,Afternoon,26,0
168666,3,Same City,ATM,Morning,10,0
16265,9,International,ATM,Night,94,0
97926,5,Different City,ATM,Evening,89,0
4583,2,International,Mobile,Night,30,0
85411,8,Same City,POS,Morning,113,0
180902,8,Different City,Web,Morning,104,0
163647,7,Same City,ATM,Evening,19,0
134793,9,Different City,Web,Afternoon,106,0
48172,7,Different City,Web,Afternoon,102,0
63831,8,Different City,POS,Night,13,0
60667,3,Same City,ATM,Morning,47,0
12544,1,International,ATM,Afternoon,38,0
65776,6,Different City,POS,Evening,47,0
125456,6,International,Web,Night,73,1
38917,10,International,Web,Evening,38,0
173744,9,Different City,POS,Afternoon,3,0
62865,8,Different City,Web,Morning,70,0
100605,5,International,ATM,Evening,103,0
6209,3,Different City,POS,Night,72,0
179550,5,Same City,Web,Morning,100,0
90989,9,Same City,ATM,Evening,22,0
36622,3,Different City,Mobile,Night,79,0
50022,6,Same City,ATM,Morning,75,0
55606,5,Different City,Web,Morning,49,0
118688,3,Different City,Web,Evening,63,0
66527,2,International,Mobile,Evening,107,0
4994,9,Different City,Web,Afternoon,116,0
146500,10,Different City,ATM,Morning,62,0
8171,3,International,ATM,Morning,67,0
90426,4,International,Web,Afternoon,111,0
113271,2,Same City,Web,Evening,108,0
174837,1,Different City,POS,Afternoon,48,0
64801,5,Different City,Mobile,Evening,28,0
110377,8,Different City,Mobile,Evening,102,0
63347,9,International,POS,Evening,61,0
157812,3,Same City,Mobile,Morning,59,0
191781,3,Different City,ATM,Night,89,0
93043,7,International,POS,Afternoon,62,1
82613,8,Different City,Mobile,Morning,24,0
101259,2,Different City,POS,Morning,107,0
76795,6,Same City,Web,Morning,33,0
84353,3,Same City,Mobile,Afternoon,52,0
50581,2,Same City,POS,Night,80,0
95303,10,Same City,Web,Evening,119,0
35098,2,Same City,POS,Morning,109,0
191367,9,Same City,Web,Evening,81,0
9047,9,International,Mobile,Night,8,0
11968,3,Same City,Web,Evening,56,0
17892,9,Different City,Mobile,Evening,36,0
171762,8,Same City,POS,Morning,61,0
64903,2,Same City,Mobile,Night,113,0
72162,1,International,POS,Afternoon,25,0
37660,9,International,ATM,Evening,106,0
134783,3,Same City,Web,Morning,7,0
27021,8,Same City,ATM,Night,86,0
127909,10,International,ATM,Afternoon,43,1
144761,3,Different City,Mobile,Evening,20,0
74936,2,Different City,ATM,Night,28,0
6962,10,Different City,Mobile,Night,113,0
4685,7,Different City,POS,Night,48,0
26531,3,Different City,Mobile,Afternoon,44,0
43052,1,Same City,Mobile,Afternoon,38,0
69331,3,International,ATM,Morning,38,0
77959,3,Same City,ATM,Morning,107,0
138808,2,Different City,Mobile,Night,42,0
67045,3,International,ATM,Afternoon,46,0
168990,8,Same City,POS,Morning,49,0
9689,9,International,Mobile,Night,102,0
58811,4,Different City,Mobile,Night,103,0
